CustomerKey,SalesTerritoryCountry,SalesTerritoryRegion
13071,Canada,Canada
26455,United States,Northwest
26455,United States,Northwest
27665,United States,Southwest
27442,United States,Southwest
27442,United States,Southwest
27442,United States,Southwest
23184,United States,Southwest
23184,United States,Southwest
23184,United States,Southwest
23184,United States,Southwest
23504,United States,Northwest
23504,United States,Northwest
20457,United States,Northwest
20457,United States,Northwest
20457,United States,Northwest
20457,United States,Northwest
20524,United States,Northwest
20524,United States,Northwest
20524,United States,Northwest
15970,United States,Southwest
15970,United States,Southwest
20734,Canada,Canada
20734,Canada,Canada
14508,United States,Southwest
14508,United States,Southwest
19232,Canada,Canada
14295,United States,Southwest
14295,United States,Southwest
14296,United States,Northwest
14296,United States,Northwest
14296,United States,Northwest
14296,United States,Northwest
14388,United States,Southwest
14388,United States,Southwest
14388,United States,Southwest
25782,United Kingdom,United Kingdom
25782,United Kingdom,United Kingdom
20568,France,France
20568,France,France
22397,France,France
22397,France,France
22397,France,France
11566,France,France
11530,Canada,Canada
11530,Canada,Canada
11530,Canada,Canada
11321,United States,Northwest
15564,Canada,Canada
15564,Canada,Canada
15564,Canada,Canada
17121,United States,Northwest
17121,United States,Northwest
13238,United States,Southwest
13238,United States,Southwest
11708,United States,Southwest
11708,United States,Southwest
11708,United States,Southwest
13355,United States,Northwest
13355,United States,Northwest
13355,United States,Northwest
27908,Germany,Germany
27908,Germany,Germany
27908,Germany,Germany
19565,Australia,Australia
19565,Australia,Australia
19565,Australia,Australia
19593,Australia,Australia
19593,Australia,Australia
19593,Australia,Australia
21002,Australia,Australia
21002,Australia,Australia
21387,Australia,Australia
21387,Australia,Australia
21387,Australia,Australia
19611,Australia,Australia
19611,Australia,Australia
22344,United States,Southwest
22344,United States,Southwest
22121,Canada,Canada
22121,Canada,Canada
23111,United States,Southwest
23111,United States,Southwest
23111,United States,Southwest
22132,United States,Southwest
22132,United States,Southwest
22132,United States,Southwest
22132,United States,Southwest
22972,United States,Northwest
25287,Canada,Canada
22116,United States,Southwest
22116,United States,Southwest
22116,United States,Southwest
22119,United States,Southwest
22119,United States,Southwest
22119,United States,Southwest
25408,Canada,Canada
25408,Canada,Canada
25408,Canada,Canada
22153,United States,Southwest
22153,United States,Southwest
20028,United States,Southwest
20028,United States,Southwest
11403,France,France
11403,France,France
11403,France,France
26830,United Kingdom,United Kingdom
26830,United Kingdom,United Kingdom
26830,United Kingdom,United Kingdom
11239,United Kingdom,United Kingdom
11239,United Kingdom,United Kingdom
11239,United Kingdom,United Kingdom
11239,United Kingdom,United Kingdom
22585,Germany,Germany
22585,Germany,Germany
22585,Germany,Germany
26214,United Kingdom,United Kingdom
26214,United Kingdom,United Kingdom
26214,United Kingdom,United Kingdom
12653,United Kingdom,United Kingdom
12653,United Kingdom,United Kingdom
12653,United Kingdom,United Kingdom
12653,United Kingdom,United Kingdom
14211,Australia,Australia
14211,Australia,Australia
28484,Australia,Australia
28484,Australia,Australia
28484,Australia,Australia
28484,Australia,Australia
12391,United Kingdom,United Kingdom
11804,United States,Northwest
11804,United States,Northwest
16683,Australia,Australia
16683,Australia,Australia
16683,Australia,Australia
11463,Australia,Australia
11463,Australia,Australia
23562,Australia,Australia
20047,France,France
20047,France,France
20046,France,France
20046,France,France
20046,France,France
20046,France,France
20046,France,France
20046,France,France
20046,France,France
20046,France,France
16447,United Kingdom,United Kingdom
16447,United Kingdom,United Kingdom
16447,United Kingdom,United Kingdom
16447,United Kingdom,United Kingdom
11699,United States,Northwest
11699,United States,Northwest
11215,Canada,Canada
11215,Canada,Canada
27217,United States,Northwest
27217,United States,Northwest
11619,Canada,Canada
11619,Canada,Canada
11268,United States,Southwest
11268,United States,Southwest
28087,United States,Southwest
28087,United States,Southwest
27751,United States,Southwest
27751,United States,Southwest
15244,Canada,Canada
15244,Canada,Canada
15244,Canada,Canada
15244,Canada,Canada
15244,Canada,Canada
24932,United States,Southwest
24932,United States,Southwest
24932,United States,Southwest
25882,United States,Southwest
25882,United States,Southwest
25882,United States,Southwest
18642,Canada,Canada
18642,Canada,Canada
18642,Canada,Canada
24430,United States,Southwest
24430,United States,Southwest
24430,United States,Southwest
24430,United States,Southwest
24430,United States,Southwest
15748,Canada,Canada
15748,Canada,Canada
15748,Canada,Canada
15748,Canada,Canada
23549,United States,Southwest
23549,United States,Southwest
19759,United States,Southwest
19759,United States,Southwest
20331,United States,Northwest
20331,United States,Northwest
20125,United States,Northwest
20125,United States,Northwest
19660,United States,Southwest
19660,United States,Southwest
17489,United States,Southwest
17489,United States,Southwest
24630,Canada,Canada
19647,Canada,Canada
19647,Canada,Canada
12848,United Kingdom,United Kingdom
12848,United Kingdom,United Kingdom
12848,United Kingdom,United Kingdom
12848,United Kingdom,United Kingdom
28447,France,France
20586,France,France
13805,United Kingdom,United Kingdom
13805,United Kingdom,United Kingdom
14812,United Kingdom,United Kingdom
14812,United Kingdom,United Kingdom
14812,United Kingdom,United Kingdom
24557,United Kingdom,United Kingdom
24557,United Kingdom,United Kingdom
24557,United Kingdom,United Kingdom
25643,France,France
25643,France,France
11566,France,France
11566,France,France
22420,France,France
22420,France,France
28900,Germany,Germany
28900,Germany,Germany
11283,United States,Southwest
11283,United States,Southwest
11283,United States,Southwest
16841,Canada,Canada
16841,Canada,Canada
11871,United States,Northwest
12729,United Kingdom,United Kingdom
16952,Canada,Canada
16952,Canada,Canada
17022,United States,Southwest
17022,United States,Southwest
17022,United States,Southwest
19165,United States,Southwest
19165,United States,Southwest
19165,United States,Southwest
19165,United States,Southwest
14335,United States,Northwest
14335,United States,Northwest
13396,United States,Northwest
13396,United States,Northwest
13396,United States,Northwest
13396,United States,Northwest
18019,Germany,Germany
22168,Australia,Australia
22168,Australia,Australia
22168,Australia,Australia
12698,Australia,Australia
19602,Australia,Australia
19602,Australia,Australia
19602,Australia,Australia
19602,Australia,Australia
12014,Australia,Australia
12014,Australia,Australia
28859,United States,Northwest
28859,United States,Northwest
26510,United States,Southwest
25391,United States,Southwest
25391,United States,Southwest
25391,United States,Southwest
25391,United States,Southwest
25155,United States,Southwest
25155,United States,Southwest
25079,United States,Northwest
25079,United States,Northwest
20006,United States,Northwest
20006,United States,Northwest
27127,Germany,Germany
22316,France,France
22316,France,France
22316,France,France
22316,France,France
24183,France,France
24183,France,France
24183,France,France
24183,France,France
14830,Germany,Germany
14830,Germany,Germany
14830,Germany,Germany
14424,France,France
14424,France,France
14424,France,France
13583,United Kingdom,United Kingdom
13583,United Kingdom,United Kingdom
13583,United Kingdom,United Kingdom
13583,United Kingdom,United Kingdom
13583,United Kingdom,United Kingdom
16553,United Kingdom,United Kingdom
16553,United Kingdom,United Kingdom
21188,Australia,Australia
21188,Australia,Australia
21188,Australia,Australia
21188,Australia,Australia
18199,Australia,Australia
18199,Australia,Australia
18199,Australia,Australia
18199,Australia,Australia
25116,Australia,Australia
25116,Australia,Australia
22962,Australia,Australia
22962,Australia,Australia
29092,Australia,Australia
29092,Australia,Australia
24089,France,France
24089,France,France
24089,France,France
21018,United Kingdom,United Kingdom
21018,United Kingdom,United Kingdom
21018,United Kingdom,United Kingdom
21018,United Kingdom,United Kingdom
27948,Germany,Germany
27948,Germany,Germany
27948,Germany,Germany
16045,United Kingdom,United Kingdom
16045,United Kingdom,United Kingdom
11674,United States,Southwest
28977,United States,Southwest
28977,United States,Southwest
11206,United States,Northwest
24391,United States,Southwest
24391,United States,Southwest
24391,United States,Southwest
25018,United States,Southwest
25018,United States,Southwest
25018,United States,Southwest
25018,United States,Southwest
11922,Canada,Canada
11922,Canada,Canada
22776,United States,Southwest
22776,United States,Southwest
22776,United States,Southwest
19894,United States,Northwest
17541,United States,Northwest
27413,Canada,Canada
27413,Canada,Canada
27413,Canada,Canada
25332,Canada,Canada
25332,Canada,Canada
14249,United States,Southwest
14249,United States,Southwest
14249,United States,Southwest
14994,France,France
14994,France,France
21865,United Kingdom,United Kingdom
21865,United Kingdom,United Kingdom
21865,United Kingdom,United Kingdom
19909,Germany,Germany
19909,Germany,Germany
19909,Germany,Germany
17805,France,France
17805,France,France
24072,Germany,Germany
24072,Germany,Germany
27840,France,France
27840,France,France
27840,France,France
24137,Germany,Germany
24137,Germany,Germany
16149,Canada,Canada
16149,Canada,Canada
13163,United States,Southwest
13163,United States,Southwest
18077,Canada,Canada
18077,Canada,Canada
18077,Canada,Canada
12604,Germany,Germany
12604,Germany,Germany
12604,Germany,Germany
19687,United States,Southwest
19687,United States,Southwest
19687,United States,Southwest
22114,Canada,Canada
22114,Canada,Canada
22114,Canada,Canada
22114,Canada,Canada
13912,United States,Southwest
13912,United States,Southwest
13912,United States,Southwest
11796,United States,Southwest
11796,United States,Southwest
11796,United States,Southwest
11796,United States,Southwest
11796,United States,Southwest
11796,United States,Southwest
13456,United States,Northwest
